match_number,batter,team_A,team_B,venue,runs_batter,balls_faced,bowler,wickets,runs_conceded,runs_at_venue,wickets_at_venue,runs_vs_opponent,wickets_vs_opponent,career_runs,career_wickets,career_runs_conceded,batting_form,bowling_form,next_match_runs,next_match_wickets
0.0,0,3,8,Chennai,0.0,0.0,DJ Bravo,18.0,25.0,0.0,21.783783783783782,0.0,19.387096774193548,0.0,48.0,78.0,0.0,22.0,0.0,18.0
0.0,0,3,8,Delhi,0.0,0.0,DJ Bravo,18.0,9.0,0.0,18.25,0.0,19.387096774193548,0.0,66.0,103.0,0.0,20.0,0.0,21.0
0.0,0,5,3,Mumbai,0.0,0.0,DJ Bravo,21.0,29.0,0.0,22.594594594594593,0.0,21.6,0.0,84.0,112.0,0.0,19.0,0.0,20.0
0.0,0,10,3,Dubai,0.0,0.0,DJ Bravo,20.0,31.0,0.0,21.846153846153847,0.0,21.6,0.0,105.0,141.0,0.0,19.666666666666668,0.0,24.0
0.0,0,3,2,Dubai,0.0,0.0,DL Chahar,25.0,32.0,0.0,23.136363636363637,0.0,23.0,0.0,0.0,0.0,0.0,25.0,0.0,21.0
0.0,0,3,8,Chennai,0.0,0.0,DL Chahar,21.0,30.0,0.0,22.055555555555557,0.0,20.166666666666668,0.0,25.0,32.0,0.0,23.0,0.0,27.0
0.0,0,3,9,Chennai,0.0,0.0,DL Chahar,27.0,30.0,0.0,22.055555555555557,0.0,26.0,0.0,46.0,62.0,0.0,24.333333333333332,0.0,25.0
0.0,0,8,3,Hyderabad,0.0,0.0,DL Chahar,25.0,26.0,0.0,21.5,0.0,23.25,0.0,73.0,92.0,0.0,24.333333333333332,0.0,24.0
0.0,0,9,3,Ahmedabad,0.0,0.0,DL Chahar,24.0,38.0,0.0,24.0,0.0,23.25,0.0,98.0,118.0,0.0,25.333333333333332,0.0,19.0
0.0,0,10,3,Dubai,0.0,0.0,DL Chahar,19.0,26.0,0.0,23.136363636363637,0.0,23.25,0.0,122.0,156.0,0.0,22.666666666666668,0.0,25.0
0.0,0,10,3,Vizag,0.0,0.0,DL Chahar,25.0,28.0,0.0,20.5,0.0,23.25,0.0,141.0,182.0,0.0,22.666666666666668,0.0,24.0
0.0,0,5,3,Mumbai,0.0,0.0,DL Vettori,22.0,42.0,0.0,22.0,0.0,23.0,0.0,0.0,0.0,0.0,22.0,0.0,24.0
0.0,0,5,8,Chennai,0.0,0.0,DL Vettori,24.0,19.0,0.0,24.0,0.0,24.0,0.0,22.0,42.0,0.0,23.0,0.0,18.0
0.0,0,10,4,RSA,0.0,0.0,DP Nannes,20.0,38.0,0.0,24.615384615384617,0.0,22.0,0.0,0.0,0.0,0.0,20.0,0.0,26.0
0.0,0,8,2,Mumbai,0.0,0.0,DS Kulkarni,26.0,33.0,0.0,23.8,0.0,21.0,0.0,0.0,0.0,0.0,26.0,0.0,19.0
0.0,0,8,12,Mumbai,0.0,0.0,DT Christian,25.0,34.0,0.0,18.833333333333332,0.0,18.0,0.0,0.0,0.0,0.0,25.0,0.0,18.0
0.0,0,5,4,Mumbai,0.0,0.0,DW Steyn,20.0,11.0,0.0,24.428571428571427,0.0,23.62857142857143,0.0,0.0,0.0,0.0,20.0,0.0,15.0
0.0,0,5,2,Dubai,0.0,0.0,GHS Garton,18.0,29.0,0.0,19.4,0.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,19.0
0.0,0,8,2,Banglore,0.0,0.0,HH Pandya,6.0,4.0,0.0,15.0,0.0,13.4,0.0,0.0,0.0,0.0,6.0,0.0,12.0
0.0,0,5,6,Eden Gardens,0.0,0.0,HV Patel,27.0,26.0,0.0,21.8,0.0,25.25,0.0,0.0,0.0,0.0,27.0,0.0,18.0
0.0,0,5,7,Mumbai,0.0,0.0,HV Patel,18.0,15.0,0.0,22.5,0.0,19.8,0.0,27.0,26.0,0.0,22.5,0.0,24.0
0.0,0,3,8,Chennai,0.0,0.0,Harbhajan Singh,25.0,25.0,0.0,21.352941176470587,0.0,22.363636363636363,0.0,0.0,0.0,0.0,25.0,0.0,27.0
0.0,0,5,8,Mumbai,0.0,0.0,Harbhajan Singh,27.0,45.0,0.0,23.403508771929825,0.0,22.363636363636363,0.0,25.0,25.0,0.0,26.0,0.0,25.0
0.0,0,8,3,Hyderabad,0.0,0.0,Harbhajan Singh,25.0,27.0,0.0,23.714285714285715,0.0,21.4,0.0,52.0,70.0,0.0,25.666666666666668,0.0,24.0
0.0,0,10,3,Vizag,0.0,0.0,Harbhajan Singh,24.0,31.0,0.0,24.2,0.0,21.4,0.0,77.0,97.0,0.0,25.333333333333332,0.0,24.0
0.0,0,5,4,Mumbai,0.0,0.0,Harmeet Singh,6.0,7.0,0.0,19.25,0.0,19.454545454545453,0.0,0.0,0.0,0.0,6.0,0.0,24.0
0.0,0,5,4,RSA,0.0,0.0,Harmeet Singh,24.0,24.0,0.0,20.285714285714285,0.0,19.454545454545453,0.0,6.0,7.0,0.0,15.0,0.0,18.0
0.0,0,10,4,RSA,0.0,0.0,Harmeet Singh,18.0,19.0,0.0,20.285714285714285,0.0,19.454545454545453,0.0,30.0,31.0,0.0,16.0,0.0,25.0
0.0,0,4,2,Ahmedabad,0.0,0.0,Harshit Rana,25.0,27.0,0.0,25.0,0.0,20.77777777777778,0.0,0.0,0.0,0.0,25.0,0.0,25.0
0.0,0,4,2,Chennai,0.0,0.0,Harshit Rana,25.0,24.0,0.0,18.5,0.0,20.77777777777778,0.0,25.0,27.0,0.0,25.0,0.0,24.0
0.0,0,4,10,Vizag,0.0,0.0,I Sharma,24.0,35.0,0.0,21.5,0.0,21.708333333333332,0.0,0.0,0.0,0.0,24.0,0.0,18.0
0.0,0,7,4,Delhi,0.0,0.0,I Sharma,18.0,31.0,0.0,19.8125,0.0,20.869565217391305,0.0,24.0,35.0,0.0,21.0,0.0,26.0
0.0,0,3,1,Mumbai,0.0,0.0,IC Pandey,25.0,36.0,0.0,23.333333333333332,0.0,19.0,0.0,0.0,0.0,0.0,25.0,0.0,18.0
0.0,0,3,8,RSA,0.0,0.0,IC Pandey,18.0,27.0,0.0,18.0,0.0,21.0,0.0,25.0,36.0,0.0,21.5,0.0,24.0
0.0,0,2,7,Eden Gardens,0.0,0.0,IS Sodhi,24.0,15.0,0.0,24.0,0.0,22.75,0.0,0.0,0.0,0.0,24.0,0.0,18.0
0.0,0,3,8,Chennai,0.0,0.0,Imran Tahir,25.0,33.0,0.0,23.7,0.0,22.333333333333332,0.0,0.0,0.0,0.0,25.0,0.0,18.0
0.0,0,8,3,Hyderabad,0.0,0.0,Imran Tahir,18.0,23.0,0.0,22.333333333333332,0.0,22.294117647058822,0.0,25.0,33.0,0.0,21.5,0.0,24.0
0.0,0,10,3,Vizag,0.0,0.0,Imran Tahir,24.0,32.0,0.0,24.0,0.0,22.294117647058822,0.0,43.0,56.0,0.0,22.333333333333332,0.0,24.0
0.0,0,2,3,Chennai,0.0,0.0,Iqbal Abdulla,6.0,9.0,0.0,16.4,0.0,19.0,0.0,0.0,0.0,0.0,6.0,0.0,18.0
0.0,0,8,2,Mumbai,0.0,0.0,Iqbal Abdulla,18.0,24.0,0.0,21.77777777777778,0.0,19.27777777777778,0.0,6.0,9.0,0.0,12.0,0.0,24.0
0.0,0,10,2,Mumbai,0.0,0.0,Iqbal Abdulla,24.0,26.0,0.0,21.77777777777778,0.0,19.27777777777778,0.0,24.0,33.0,0.0,16.0,0.0,24.0
0.0,0,9,3,Ahmedabad,0.0,0.0,J Little,12.0,30.0,0.0,18.666666666666668,0.0,12.0,0.0,0.0,0.0,0.0,12.0,0.0,19.0
0.0,0,9,8,Ahmedabad,0.0,0.0,J Little,19.0,26.0,0.0,18.666666666666668,0.0,15.5,0.0,12.0,30.0,0.0,15.5,0.0,24.0
0.0,0,5,8,Chennai,0.0,0.0,J Syed Mohammad,24.0,26.0,0.0,20.333333333333332,0.0,24.0,0.0,0.0,0.0,0.0,24.0,0.0,19.0
0.0,0,3,8,Chennai,0.0,0.0,J Yadav,19.0,25.0,0.0,22.333333333333332,0.0,18.8,0.0,0.0,0.0,0.0,19.0,0.0,24.0
0.0,0,10,8,Dubai,0.0,0.0,J Yadav,24.0,25.0,0.0,19.75,0.0,18.8,0.0,19.0,25.0,0.0,21.5,0.0,25.0
0.0,0,2,3,Chennai,0.0,0.0,JA Morkel,26.0,38.0,0.0,23.0,0.0,20.0625,0.0,0.0,0.0,0.0,26.0,0.0,24.0
0.0,0,3,1,Mumbai,0.0,0.0,JA Morkel,24.0,27.0,0.0,20.53846153846154,0.0,23.285714285714285,0.0,26.0,38.0,0.0,25.0,0.0,24.0
0.0,0,3,8,Banglore,0.0,0.0,JA Morkel,24.0,34.0,0.0,20.833333333333332,0.0,22.125,0.0,50.0,65.0,0.0,24.666666666666668,0.0,19.0
0.0,0,3,8,Delhi,0.0,0.0,JA Morkel,19.0,28.0,0.0,21.4,0.0,22.125,0.0,74.0,99.0,0.0,22.333333333333332,0.0,18.0
0.0,0,2,7,Eden Gardens,0.0,0.0,JC Archer,28.0,33.0,0.0,25.666666666666668,0.0,24.91304347826087,0.0,0.0,0.0,0.0,28.0,0.0,24.0
0.0,0,2,7,Eden Gardens,0.0,0.0,JD Unadkat,12.0,33.0,0.0,19.0,0.0,21.17241379310345,0.0,0.0,0.0,0.0,12.0,0.0,24.0
0.0,0,8,12,Hyderabad,0.0,0.0,JD Unadkat,24.0,21.0,0.0,21.5,0.0,24.285714285714285,0.0,12.0,33.0,0.0,18.0,0.0,24.0
0.0,0,8,12,Mumbai,0.0,0.0,JD Unadkat,24.0,24.0,0.0,22.842105263157894,0.0,24.285714285714285,0.0,36.0,54.0,0.0,20.0,0.0,24.0
0.0,0,3,8,Chennai,0.0,0.0,JJ Bumrah,25.0,31.0,0.0,23.285714285714285,0.0,24.34375,0.0,0.0,0.0,0.0,25.0,0.0,23.0
0.0,0,3,8,RSA,0.0,0.0,JJ Bumrah,23.0,40.0,0.0,25.0,0.0,24.34375,0.0,25.0,31.0,0.0,24.0,0.0,18.0
0.0,0,8,2,Banglore,0.0,0.0,JJ Bumrah,18.0,7.0,0.0,24.142857142857142,0.0,22.555555555555557,0.0,48.0,71.0,0.0,22.0,0.0,24.0
0.0,0,8,3,Hyderabad,0.0,0.0,JJ Bumrah,24.0,19.0,0.0,22.375,0.0,28.333333333333332,0.0,66.0,78.0,0.0,21.666666666666668,0.0,25.0
0.0,0,8,10,Dubai,0.0,0.0,JJ Bumrah,25.0,14.0,0.0,24.91304347826087,0.0,24.2,0.0,90.0,97.0,0.0,22.333333333333332,0.0,24.0
0.0,0,8,12,Hyderabad,0.0,0.0,JJ Bumrah,24.0,27.0,0.0,22.375,0.0,22.75,0.0,115.0,111.0,0.0,24.333333333333332,0.0,24.0
0.0,0,10,8,Dubai,0.0,0.0,JJ Bumrah,24.0,29.0,0.0,24.91304347826087,0.0,24.34375,0.0,139.0,138.0,0.0,24.333333333333332,0.0,19.0
0.0,0,8,6,Chennai,0.0,0.0,JP Behrendorff,18.0,23.0,0.0,18.0,0.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,18.0
0.0,0,8,7,Eden Gardens,0.0,0.0,JP Faulkner,26.0,37.0,0.0,24.666666666666668,0.0,22.80952380952381,0.0,0.0,0.0,0.0,26.0,0.0,26.0
0.0,0,3,2,Dubai,0.0,0.0,JR Hazlewood,26.0,29.0,0.0,23.0,0.0,26.0,0.0,0.0,0.0,0.0,26.0,0.0,27.0
0.0,0,5,6,Eden Gardens,0.0,0.0,JR Hazlewood,27.0,44.0,0.0,27.0,0.0,24.0,0.0,26.0,29.0,0.0,26.5,0.0,24.0
0.0,0,10,3,Dubai,0.0,0.0,JR Hazlewood,24.0,29.0,0.0,23.0,0.0,24.666666666666668,0.0,53.0,73.0,0.0,25.666666666666668,0.0,25.0
0.0,0,10,2,Dubai,0.0,0.0,K Rabada,26.0,24.0,0.0,24.08,0.0,22.0,0.0,0.0,0.0,0.0,26.0,0.0,18.0
0.0,0,10,3,Dubai,0.0,0.0,K Rabada,18.0,23.0,0.0,24.08,0.0,21.6,0.0,26.0,24.0,0.0,22.0,0.0,26.0
0.0,0,10,4,Dubai,0.0,0.0,K Rabada,26.0,29.0,0.0,24.08,0.0,23.166666666666668,0.0,44.0,47.0,0.0,23.333333333333332,0.0,18.0
0.0,0,10,8,Dubai,0.0,0.0,K Rabada,18.0,36.0,0.0,24.08,0.0,23.5,0.0,70.0,76.0,0.0,20.666666666666668,0.0,28.0
0.0,0,4,2,Eden Gardens,0.0,0.0,KK Ahmed,19.0,39.0,0.0,18.5,0.0,19.75,0.0,0.0,0.0,0.0,19.0,0.0,18.0
0.0,0,4,10,Vizag,0.0,0.0,KK Ahmed,18.0,24.0,0.0,25.666666666666668,0.0,24.318181818181817,0.0,19.0,39.0,0.0,18.5,0.0,24.0
0.0,0,7,4,Delhi,0.0,0.0,KK Cooper,26.0,36.0,0.0,25.666666666666668,0.0,27.0,0.0,0.0,0.0,0.0,26.0,0.0,24.0
0.0,0,4,3,Mumbai,0.0,0.0,KV Sharma,19.0,25.0,0.0,19.333333333333332,0.0,17.666666666666668,0.0,0.0,0.0,0.0,19.0,0.0,25.0
0.0,0,8,2,Banglore,0.0,0.0,KV Sharma,25.0,17.0,0.0,19.77777777777778,0.0,15.5,0.0,19.0,25.0,0.0,22.0,0.0,12.0
0.0,0,2,1,Banglore,0.0,0.0,Karanveer Singh,27.0,54.0,0.0,20.5,0.0,22.75,0.0,0.0,0.0,0.0,27.0,0.0,25.0
0.0,0,3,1,Mumbai,0.0,0.0,Karanveer Singh,25.0,32.0,0.0,24.5,0.0,22.75,0.0,27.0,54.0,0.0,26.0,0.0,24.0
0.0,0,2,7,Eden Gardens,0.0,0.0,Kuldeep Yadav,24.0,18.0,0.0,21.727272727272727,0.0,22.333333333333332,0.0,0.0,0.0,0.0,24.0,0.0,24.0
0.0,0,4,2,Delhi,0.0,0.0,Kuldeep Yadav,24.0,36.0,0.0,20.6875,0.0,21.56,0.0,24.0,18.0,0.0,24.0,0.0,12.0
0.0,0,2,1,Banglore,0.0,0.0,L Balaji,24.0,41.0,0.0,21.5,0.0,22.307692307692307,0.0,0.0,0.0,0.0,24.0,0.0,24.0
0.0,0,3,1,Mumbai,0.0,0.0,L Balaji,24.0,29.0,0.0,19.916666666666668,0.0,22.307692307692307,0.0,24.0,41.0,0.0,24.0,0.0,25.0
0.0,0,3,7,Mumbai,0.0,0.0,L Balaji,25.0,42.0,0.0,19.916666666666668,0.0,21.857142857142858,0.0,48.0,70.0,0.0,24.333333333333332,0.0,12.0
0.0,0,5,3,RSA,0.0,0.0,L Balaji,12.0,16.0,0.0,17.615384615384617,0.0,21.0,0.0,73.0,112.0,0.0,20.333333333333332,0.0,12.0
0.0,0,8,2,Mumbai,0.0,0.0,L Balaji,12.0,16.0,0.0,19.916666666666668,0.0,20.95,0.0,85.0,128.0,0.0,16.333333333333332,0.0,13.0
0.0,0,10,2,Mumbai,0.0,0.0,L Balaji,13.0,12.0,0.0,19.916666666666668,0.0,20.95,0.0,97.0,144.0,0.0,12.333333333333334,0.0,24.0
0.0,0,4,3,Mumbai,0.0,0.0,L Ngidi,48.0,46.0,0.0,29.8,0.0,27.555555555555557,0.0,0.0,0.0,0.0,48.0,0.0,26.0
0.0,0,5,2,Dubai,0.0,0.0,LH Ferguson,25.0,31.0,0.0,24.076923076923077,0.0,21.545454545454547,0.0,0.0,0.0,0.0,25.0,0.0,24.0
0.0,0,5,7,Ahmedabad,0.0,0.0,LH Ferguson,24.0,37.0,0.0,22.666666666666668,0.0,24.0,0.0,25.0,31.0,0.0,24.5,0.0,18.0
0.0,0,7,9,Ahmedabad,0.0,0.0,LH Ferguson,18.0,22.0,0.0,22.666666666666668,0.0,23.857142857142858,0.0,49.0,68.0,0.0,22.333333333333332,0.0,13.0
0.0,0,8,12,Hyderabad,0.0,0.0,LH Ferguson,13.0,21.0,0.0,12.5,0.0,20.666666666666668,0.0,67.0,90.0,0.0,18.333333333333332,0.0,23.0
0.0,0,8,12,Mumbai,0.0,0.0,LH Ferguson,23.0,22.0,0.0,22.23076923076923,0.0,20.666666666666668,0.0,80.0,111.0,0.0,18.0,0.0,24.0
0.0,0,10,2,Dubai,0.0,0.0,LH Ferguson,24.0,26.0,0.0,24.076923076923077,0.0,21.545454545454547,0.0,103.0,133.0,0.0,20.0,0.0,24.0
0.0,0,1,2,Eden Gardens,0.0,0.0,M Morkel,25.0,24.0,0.0,22.1,0.0,24.45,0.0,0.0,0.0,0.0,25.0,0.0,24.0
0.0,0,2,1,Banglore,0.0,0.0,M Morkel,24.0,41.0,0.0,24.0,0.0,24.8,0.0,25.0,24.0,0.0,24.5,0.0,24.0
0.0,0,4,2,Delhi,0.0,0.0,M Morkel,24.0,32.0,0.0,24.94736842105263,0.0,24.45,0.0,49.0,65.0,0.0,24.333333333333332,0.0,24.0
0.0,0,3,1,Mumbai,0.0,0.0,M Muralitharan,25.0,19.0,0.0,22.6,0.0,25.166666666666668,0.0,0.0,0.0,0.0,25.0,0.0,24.0
0.0,0,3,4,Mumbai,0.0,0.0,M Muralitharan,24.0,17.0,0.0,22.6,0.0,24.142857142857142,0.0,25.0,19.0,0.0,24.5,0.0,24.0
